arquivo;algoritmo;estrutura;execucao;tempo_ms
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;5;701,8494
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;6;694,7090
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;7;709,0030
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;8;752,5517
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;9;724,6411
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;10;716,5717
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;11;714,2893
sample200-7960.gr;BFS;LISTA;1;3,6412
sample200-7960.gr;BFS;LISTA;2;2,5593
sample200-7960.gr;BFS;LISTA;3;2,8721
sample200-7960.gr;BFS;LISTA;4;2,5492
sample200-7960.gr;BFS;LISTA;5;3,3405
sample200-7960.gr;BFS;LISTA;6;2,8973
sample200-7960.gr;BFS;LISTA;7;3,0465
sample200-7960.gr;BFS;LISTA;8;3,1136
sample200-7960.gr;BFS;LISTA;9;3,0640
sample200-7960.gr;BFS;LISTA;10;4,5321
sample200-7960.gr;BFS;LISTA;11;4,6343
sample200-7960.gr;BFS;MATRIZ;1;3,8506
sample200-7960.gr;BFS;MATRIZ;2;4,6121
sample200-7960.gr;BFS;MATRIZ;3;5,2461
sample200-7960.gr;BFS;MATRIZ;4;4,8202
sample200-7960.gr;BFS;MATRIZ;5;4,8911
sample200-7960.gr;BFS;MATRIZ;6;4,9064
sample200-7960.gr;BFS;MATRIZ;7;4,6974
sample200-7960.gr;BFS;MATRIZ;8;4,9347
sample200-7960.gr;BFS;MATRIZ;9;5,0437
sample200-7960.gr;BFS;MATRIZ;10;4,9274
sample200-7960.gr;BFS;MATRIZ;11;4,9972
sample200-7960.gr;DFS;LISTA;1;4,6032
sample200-7960.gr;DFS;LISTA;2;4,6391
sample200-7960.gr;DFS;LISTA;3;4,6257
sample200-7960.gr;DFS;LISTA;4;4,5724
sample200-7960.gr;DFS;LISTA;5;4,6458
sample200-7960.gr;DFS;LISTA;6;3,3067
sample200-7960.gr;DFS;LISTA;7;2,9026
sample200-7960.gr;DFS;LISTA;8;2,8741
sample200-7960.gr;DFS;LISTA;9;2,8098
sample200-7960.gr;DFS;LISTA;10;3,1330
sample200-7960.gr;DFS;LISTA;11;2,9579
sample200-7960.gr;DFS;MATRIZ;1;3,2944
sample200-7960.gr;DFS;MATRIZ;2;3,2998
sample200-7960.gr;DFS;MATRIZ;3;3,2494
sample200-7960.gr;DFS;MATRIZ;4;3,3303
sample200-7960.gr;DFS;MATRIZ;5;3,2957
sample200-7960.gr;DFS;MATRIZ;6;3,2724
sample200-7960.gr;DFS;MATRIZ;7;3,2543
sample200-7960.gr;DFS;MATRIZ;8;3,2332
sample200-7960.gr;DFS;MATRIZ;9;3,4872
sample200-7960.gr;DFS;MATRIZ;10;3,3533
sample200-7960.gr;DFS;MATRIZ;11;3,3521
sample200-7960.gr;KRUSKAL;LISTA;1;4,9214
sample200-7960.gr;KRUSKAL;LISTA;2;5,2270
sample200-7960.gr;KRUSKAL;LISTA;3;4,5669
sample200-7960.gr;KRUSKAL;LISTA;4;4,5134
sample200-7960.gr;KRUSKAL;LISTA;5;4,6233
sample200-7960.gr;KRUSKAL;LISTA;6;4,4830
sample200-7960.gr;KRUSKAL;LISTA;7;4,5111
sample200-7960.gr;KRUSKAL;LISTA;8;4,6334
sample200-7960.gr;KRUSKAL;LISTA;9;4,7460
sample200-7960.gr;KRUSKAL;LISTA;10;4,4978
sample200-7960.gr;KRUSKAL;LISTA;11;4,4595
sample200-7960.gr;KRUSKAL;MATRIZ;1;5,0347
sample200-7960.gr;KRUSKAL;MATRIZ;2;4,7714
sample200-7960.gr;KRUSKAL;MATRIZ;3;4,7550
sample200-7960.gr;KRUSKAL;MATRIZ;4;4,7531
sample200-7960.gr;KRUSKAL;MATRIZ;5;4,7804
sample200-7960.gr;KRUSKAL;MATRIZ;6;4,7373
sample200-7960.gr;KRUSKAL;MATRIZ;7;4,7211
sample200-7960.gr;KRUSKAL;MATRIZ;8;4,9057
sample200-7960.gr;KRUSKAL;MATRIZ;9;4,8270
sample200-7960.gr;KRUSKAL;MATRIZ;10;4,8815
sample200-7960.gr;KRUSKAL;MATRIZ;11;4,9705
sample200-7960.gr;PRIM;LISTA;1;5,4527
sample200-7960.gr;PRIM;LISTA;2;5,4030
sample200-7960.gr;PRIM;LISTA;3;5,5911
sample200-7960.gr;PRIM;LISTA;4;5,3561
sample200-7960.gr;PRIM;LISTA;5;5,4167
sample200-7960.gr;PRIM;LISTA;6;5,2724
sample200-7960.gr;PRIM;LISTA;7;5,4204
sample200-7960.gr;PRIM;LISTA;8;5,3733
sample200-7960.gr;PRIM;LISTA;9;5,3994
sample200-7960.gr;PRIM;LISTA;10;5,3937
sample200-7960.gr;PRIM;LISTA;11;5,4257
sample200-7960.gr;PRIM;MATRIZ;1;5,5947
sample200-7960.gr;PRIM;MATRIZ;2;5,6613
sample200-7960.gr;PRIM;MATRIZ;3;6,0679
sample200-7960.gr;PRIM;MATRIZ;4;6,0905
sample200-7960.gr;PRIM;MATRIZ;5;5,7164
sample200-7960.gr;PRIM;MATRIZ;6;5,6192
sample200-7960.gr;PRIM;MATRIZ;7;5,8449
sample200-7960.gr;PRIM;MATRIZ;8;6,1608
sample200-7960.gr;PRIM;MATRIZ;9;5,9809
sample200-7960.gr;PRIM;MATRIZ;10;5,5300
sample200-7960.gr;PRIM;MATRIZ;11;5,5980
sample200-7960.gr;DIJKSTRA;LISTA;1;2,4752
sample200-7960.gr;DIJKSTRA;LISTA;2;2,5676
sample200-7960.gr;DIJKSTRA;LISTA;3;2,4210
sample200-7960.gr;DIJKSTRA;LISTA;4;2,5015
sample200-7960.gr;DIJKSTRA;LISTA;5;2,4765
sample200-7960.gr;DIJKSTRA;LISTA;6;2,4296
sample200-7960.gr;DIJKSTRA;LISTA;7;2,4277
sample200-7960.gr;DIJKSTRA;LISTA;8;2,3857
sample200-7960.gr;DIJKSTRA;LISTA;9;2,5072
sample200-7960.gr;DIJKSTRA;LISTA;10;2,4231
sample200-7960.gr;DIJKSTRA;LISTA;11;2,4061
sample200-7960.gr;DIJKSTRA;MATRIZ;1;3,3476
sample200-7960.gr;DIJKSTRA;MATRIZ;2;3,2158
sample200-7960.gr;DIJKSTRA;MATRIZ;3;4,0229
sample200-7960.gr;DIJKSTRA;MATRIZ;4;6,0099
sample200-7960.gr;DIJKSTRA;MATRIZ;5;6,0939
sample200-7960.gr;DIJKSTRA;MATRIZ;6;6,0399
sample200-7960.gr;DIJKSTRA;MATRIZ;7;6,0569
sample200-7960.gr;DIJKSTRA;MATRIZ;8;5,8657
sample200-7960.gr;DIJKSTRA;MATRIZ;9;5,7316
sample200-7960.gr;DIJKSTRA;MATRIZ;10;5,8657
sample200-7960.gr;DIJKSTRA;MATRIZ;11;6,9395
sample200-7960.gr;BELLMANFORD;LISTA;1;8,4903
sample200-7960.gr;BELLMANFORD;LISTA;2;8,1534
sample200-7960.gr;BELLMANFORD;LISTA;3;7,8523
sample200-7960.gr;BELLMANFORD;LISTA;4;8,3256
sample200-7960.gr;BELLMANFORD;LISTA;5;6,3568
sample200-7960.gr;BELLMANFORD;LISTA;6;5,2013
sample200-7960.gr;BELLMANFORD;LISTA;7;5,2021
sample200-7960.gr;BELLMANFORD;LISTA;8;5,1204
sample200-7960.gr;BELLMANFORD;LISTA;9;5,1253
sample200-7960.gr;BELLMANFORD;LISTA;10;5,4439
sample200-7960.gr;BELLMANFORD;LISTA;11;5,2004
sample200-7960.gr;BELLMANFORD;MATRIZ;1;52,6789
sample200-7960.gr;BELLMANFORD;MATRIZ;2;50,9977
sample200-7960.gr;BELLMANFORD;MATRIZ;3;52,7147
sample200-7960.gr;BELLMANFORD;MATRIZ;4;51,4967
sample200-7960.gr;BELLMANFORD;MATRIZ;5;52,1592
sample200-7960.gr;BELLMANFORD;MATRIZ;6;51,1544
sample200-7960.gr;BELLMANFORD;MATRIZ;7;53,0494
sample200-7960.gr;BELLMANFORD;MATRIZ;8;51,2985
sample200-7960.gr;BELLMANFORD;MATRIZ;9;55,3802
sample200-7960.gr;BELLMANFORD;MATRIZ;10;51,3173
sample200-7960.gr;BELLMANFORD;MATRIZ;11;52,5385
sample200-7960.gr;FLOYDWARSHALL;LISTA;1;724,3648
sample200-7960.gr;FLOYDWARSHALL;LISTA;2;716,4540
sample200-7960.gr;FLOYDWARSHALL;LISTA;3;717,7285
sample200-7960.gr;FLOYDWARSHALL;LISTA;4;711,5756
sample200-7960.gr;FLOYDWARSHALL;LISTA;5;722,4238
sample200-7960.gr;FLOYDWARSHALL;LISTA;6;720,2066
sample200-7960.gr;FLOYDWARSHALL;LISTA;7;758,0710
sample200-7960.gr;FLOYDWARSHALL;LISTA;8;700,8770
sample200-7960.gr;FLOYDWARSHALL;LISTA;9;743,2771
sample200-7960.gr;FLOYDWARSHALL;LISTA;10;737,7365
sample200-7960.gr;FLOYDWARSHALL;LISTA;11;815,0945
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;1;806,6827
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;2;822,8376
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;3;842,1646
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;4;809,1972
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;5;847,6697
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;6;782,2145
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;7;818,6120
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;8;788,2818
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;9;772,4361
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;10;810,7337
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;11;802,0446
sample500-149700.gr;BFS;LISTA;1;16,7098
sample500-149700.gr;BFS;LISTA;2;12,9095
sample500-149700.gr;BFS;LISTA;3;16,5988
sample500-149700.gr;BFS;LISTA;4;16,2518
sample500-149700.gr;BFS;LISTA;5;16,4294
sample500-149700.gr;BFS;LISTA;6;17,0834
sample500-149700.gr;BFS;LISTA;7;16,3674
sample500-149700.gr;BFS;LISTA;8;16,7084
sample500-149700.gr;BFS;LISTA;9;16,1002
sample500-149700.gr;BFS;LISTA;10;16,1131
sample500-149700.gr;BFS;LISTA;11;15,8253
sample500-149700.gr;BFS;MATRIZ;1;17,6844
sample500-149700.gr;BFS;MATRIZ;2;16,0231
sample500-149700.gr;BFS;MATRIZ;3;11,3726
sample500-149700.gr;BFS;MATRIZ;4;11,2061
sample500-149700.gr;BFS;MATRIZ;5;11,2515
sample500-149700.gr;BFS;MATRIZ;6;11,4472
sample500-149700.gr;BFS;MATRIZ;7;11,2899
sample500-149700.gr;BFS;MATRIZ;8;11,4489
sample500-149700.gr;BFS;MATRIZ;9;11,2263
sample500-149700.gr;BFS;MATRIZ;10;11,2240
sample500-149700.gr;BFS;MATRIZ;11;22,6376
sample500-149700.gr;DFS;LISTA;1;12,1441
sample500-149700.gr;DFS;LISTA;2;14,4645
sample500-149700.gr;DFS;LISTA;3;14,4375
sample500-149700.gr;DFS;LISTA;4;14,1424
sample500-149700.gr;DFS;LISTA;5;14,1258
sample500-149700.gr;DFS;LISTA;6;14,2219
sample500-149700.gr;DFS;LISTA;7;11,2106
sample500-149700.gr;DFS;LISTA;8;7,1003
sample500-149700.gr;DFS;LISTA;9;7,4463
sample500-149700.gr;DFS;LISTA;10;6,9284
sample500-149700.gr;DFS;LISTA;11;10,3364
sample500-149700.gr;DFS;MATRIZ;1;17,3564
sample500-149700.gr;DFS;MATRIZ;2;17,2571
sample500-149700.gr;DFS;MATRIZ;3;16,8461
sample500-149700.gr;DFS;MATRIZ;4;16,8535
sample500-149700.gr;DFS;MATRIZ;5;15,9729
sample500-149700.gr;DFS;MATRIZ;6;10,9712
sample500-149700.gr;DFS;MATRIZ;7;11,2685
sample500-149700.gr;DFS;MATRIZ;8;11,5992
sample500-149700.gr;DFS;MATRIZ;9;11,0541
sample500-149700.gr;DFS;MATRIZ;10;11,1864
sample500-149700.gr;DFS;MATRIZ;11;11,2870
sample500-149700.gr;KRUSKAL;LISTA;1;44,2350
sample500-149700.gr;KRUSKAL;LISTA;2;44,3697
sample500-149700.gr;KRUSKAL;LISTA;3;42,7862
sample500-149700.gr;KRUSKAL;LISTA;4;42,3294
sample500-149700.gr;KRUSKAL;LISTA;5;41,9196
sample500-149700.gr;KRUSKAL;LISTA;6;41,2106
sample500-149700.gr;KRUSKAL;LISTA;7;41,5006
sample500-149700.gr;KRUSKAL;LISTA;8;41,3689
sample500-149700.gr;KRUSKAL;LISTA;9;40,8085
sample500-149700.gr;KRUSKAL;LISTA;10;40,9064
sample500-149700.gr;KRUSKAL;LISTA;11;41,1698
sample500-149700.gr;KRUSKAL;MATRIZ;1;41,8392
sample500-149700.gr;KRUSKAL;MATRIZ;2;42,1669
sample500-149700.gr;KRUSKAL;MATRIZ;3;42,2994
sample500-149700.gr;KRUSKAL;MATRIZ;4;42,0437
sample500-149700.gr;KRUSKAL;MATRIZ;5;42,7969
sample500-149700.gr;KRUSKAL;MATRIZ;6;42,0566
sample500-149700.gr;KRUSKAL;MATRIZ;7;41,7751
sample500-149700.gr;KRUSKAL;MATRIZ;8;42,2842
sample500-149700.gr;KRUSKAL;MATRIZ;9;41,9808
sample500-149700.gr;KRUSKAL;MATRIZ;10;42,1018
sample500-149700.gr;KRUSKAL;MATRIZ;11;114,2900
sample500-149700.gr;PRIM;LISTA;1;62,3040
sample500-149700.gr;PRIM;LISTA;2;53,8554
sample500-149700.gr;PRIM;LISTA;3;52,9820
sample500-149700.gr;PRIM;LISTA;4;53,8972
sample500-149700.gr;PRIM;LISTA;5;55,5458
sample500-149700.gr;PRIM;LISTA;6;60,7411
sample500-149700.gr;PRIM;LISTA;7;53,1846
sample500-149700.gr;PRIM;LISTA;8;52,4459
sample500-149700.gr;PRIM;LISTA;9;52,6929
sample500-149700.gr;PRIM;LISTA;10;53,4799
sample500-149700.gr;PRIM;LISTA;11;51,5599
sample500-149700.gr;PRIM;MATRIZ;1;55,6577
sample500-149700.gr;PRIM;MATRIZ;2;55,5202
sample500-149700.gr;PRIM;MATRIZ;3;57,2006
sample500-149700.gr;PRIM;MATRIZ;4;57,2658
sample500-149700.gr;PRIM;MATRIZ;5;62,2842
sample500-149700.gr;PRIM;MATRIZ;6;61,6234
sample500-149700.gr;PRIM;MATRIZ;7;56,6318
sample500-149700.gr;PRIM;MATRIZ;8;60,3001
sample500-149700.gr;PRIM;MATRIZ;9;65,6959
sample500-149700.gr;PRIM;MATRIZ;10;68,8278
sample500-149700.gr;PRIM;MATRIZ;11;70,5005
sample500-149700.gr;DIJKSTRA;LISTA;1;17,6450
sample500-149700.gr;DIJKSTRA;LISTA;2;16,1429
sample500-149700.gr;DIJKSTRA;LISTA;3;17,3511
sample500-149700.gr;DIJKSTRA;LISTA;4;16,1258
sample500-149700.gr;DIJKSTRA;LISTA;5;16,4153
sample500-149700.gr;DIJKSTRA;LISTA;6;16,5229
sample500-149700.gr;DIJKSTRA;LISTA;7;16,2814
sample500-149700.gr;DIJKSTRA;LISTA;8;13,6491
sample500-149700.gr;DIJKSTRA;LISTA;9;8,8599
sample500-149700.gr;DIJKSTRA;LISTA;10;8,6725
sample500-149700.gr;DIJKSTRA;LISTA;11;8,7369
sample500-149700.gr;DIJKSTRA;MATRIZ;1;17,3770
sample500-149700.gr;DIJKSTRA;MATRIZ;2;17,8935
sample500-149700.gr;DIJKSTRA;MATRIZ;3;110,3488
sample500-149700.gr;DIJKSTRA;MATRIZ;4;25,6505
sample500-149700.gr;DIJKSTRA;MATRIZ;5;26,6502
sample500-149700.gr;DIJKSTRA;MATRIZ;6;19,2705
sample500-149700.gr;DIJKSTRA;MATRIZ;7;18,2338
sample500-149700.gr;DIJKSTRA;MATRIZ;8;30,1902
sample500-149700.gr;DIJKSTRA;MATRIZ;9;27,0737
sample500-149700.gr;DIJKSTRA;MATRIZ;10;26,5422
sample500-149700.gr;DIJKSTRA;MATRIZ;11;26,5242
sample500-149700.gr;BELLMANFORD;LISTA;1;117,4845
sample500-149700.gr;BELLMANFORD;LISTA;2;113,0368
sample500-149700.gr;BELLMANFORD;LISTA;3;114,4831
sample500-149700.gr;BELLMANFORD;LISTA;4;112,0039
sample500-149700.gr;BELLMANFORD;LISTA;5;109,5704
sample500-149700.gr;BELLMANFORD;LISTA;6;111,3495
sample500-149700.gr;BELLMANFORD;LISTA;7;110,0890
sample500-149700.gr;BELLMANFORD;LISTA;8;110,4841
sample500-149700.gr;BELLMANFORD;LISTA;9;112,7961
sample500-149700.gr;BELLMANFORD;LISTA;10;112,7157
sample500-149700.gr;BELLMANFORD;LISTA;11;110,2635
sample500-149700.gr;BELLMANFORD;MATRIZ;1;1127,9560
sample500-149700.gr;BELLMANFORD;MATRIZ;2;1057,7266
sample500-149700.gr;BELLMANFORD;MATRIZ;3;1064,9257
sample500-149700.gr;BELLMANFORD;MATRIZ;4;1064,4187
sample500-149700.gr;BELLMANFORD;MATRIZ;5;1078,8529
sample500-149700.gr;BELLMANFORD;MATRIZ;6;1061,9713
sample500-149700.gr;BELLMANFORD;MATRIZ;7;1059,2751
sample500-149700.gr;BELLMANFORD;MATRIZ;8;1062,7873
sample500-149700.gr;BELLMANFORD;MATRIZ;9;1059,5531
sample500-149700.gr;BELLMANFORD;MATRIZ;10;1062,6826
sample500-149700.gr;BELLMANFORD;MATRIZ;11;1060,3651
sample500-149700.gr;FLOYDWARSHALL;LISTA;1;5008,2593
sample500-149700.gr;FLOYDWARSHALL;LISTA;2;4836,8561
sample500-149700.gr;FLOYDWARSHALL;LISTA;3;4912,6400
sample500-149700.gr;FLOYDWARSHALL;LISTA;4;5052,3285
sample500-149700.gr;FLOYDWARSHALL;LISTA;5;6179,5077
sample500-149700.gr;FLOYDWARSHALL;LISTA;6;5893,5063
sample500-149700.gr;FLOYDWARSHALL;LISTA;7;4930,0591
sample500-149700.gr;FLOYDWARSHALL;LISTA;8;4981,9950
sample500-149700.gr;FLOYDWARSHALL;LISTA;9;4990,0268
sample500-149700.gr;FLOYDWARSHALL;LISTA;10;4965,8731
sample500-149700.gr;FLOYDWARSHALL;LISTA;11;5052,3148
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;1;4946,0423
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;2;5018,7248
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;3;4996,8596
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;4;4973,0987
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;5;4939,3959
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;6;4860,2311
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;7;5037,0869
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;8;4895,8095
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;9;6310,5930
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;10;6367,5738
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;11;4894,2633
sample500-199600.gr;BFS;LISTA;1;10,9016
sample500-199600.gr;BFS;LISTA;2;9,8441
sample500-199600.gr;BFS;LISTA;3;10,0767
sample500-199600.gr;BFS;LISTA;4;9,7228
sample500-199600.gr;BFS;LISTA;5;10,0124
sample500-199600.gr;BFS;LISTA;6;10,0292
sample500-199600.gr;BFS;LISTA;7;9,9865
sample500-199600.gr;BFS;LISTA;8;10,2984
sample500-199600.gr;BFS;LISTA;9;10,2368
sample500-199600.gr;BFS;LISTA;10;10,5062
sample500-199600.gr;BFS;LISTA;11;10,2971
sample500-199600.gr;BFS;MATRIZ;1;10,9253
sample500-199600.gr;BFS;MATRIZ;2;10,9407
sample500-199600.gr;BFS;MATRIZ;3;10,9615
sample500-199600.gr;BFS;MATRIZ;4;10,6950
sample500-199600.gr;BFS;MATRIZ;5;10,9313
sample500-199600.gr;BFS;MATRIZ;6;10,8119
sample500-199600.gr;BFS;MATRIZ;7;10,7175
sample500-199600.gr;BFS;MATRIZ;8;10,8672
sample500-199600.gr;BFS;MATRIZ;9;10,7577
sample500-199600.gr;BFS;MATRIZ;10;10,5595
sample500-199600.gr;BFS;MATRIZ;11;24,4318
sample500-199600.gr;DFS;LISTA;1;7,3054
sample500-199600.gr;DFS;LISTA;2;13,3841
sample500-199600.gr;DFS;LISTA;3;13,5871
sample500-199600.gr;DFS;LISTA;4;13,6775
sample500-199600.gr;DFS;LISTA;5;13,9209
sample500-199600.gr;DFS;LISTA;6;13,7138
sample500-199600.gr;DFS;LISTA;7;13,6711
sample500-199600.gr;DFS;LISTA;8;10,6824
sample500-199600.gr;DFS;LISTA;9;6,7451
sample500-199600.gr;DFS;LISTA;10;7,0582
sample500-199600.gr;DFS;LISTA;11;6,7265
sample500-199600.gr;DFS;MATRIZ;1;11,1538
sample500-199600.gr;DFS;MATRIZ;2;10,9767
sample500-199600.gr;DFS;MATRIZ;3;11,0018
sample500-199600.gr;DFS;MATRIZ;4;11,1092
sample500-199600.gr;DFS;MATRIZ;5;11,6192
sample500-199600.gr;DFS;MATRIZ;6;11,2620
sample500-199600.gr;DFS;MATRIZ;7;11,3249
sample500-199600.gr;DFS;MATRIZ;8;11,8555
sample500-199600.gr;DFS;MATRIZ;9;11,2215
sample500-199600.gr;DFS;MATRIZ;10;11,5946
sample500-199600.gr;DFS;MATRIZ;11;11,3823
sample500-199600.gr;KRUSKAL;LISTA;1;49,5700
sample500-199600.gr;KRUSKAL;LISTA;2;48,4636
sample500-199600.gr;KRUSKAL;LISTA;3;47,6848
sample500-199600.gr;KRUSKAL;LISTA;4;47,6732
sample500-199600.gr;KRUSKAL;LISTA;5;47,8852
sample500-199600.gr;KRUSKAL;LISTA;6;47,3018
sample500-199600.gr;KRUSKAL;LISTA;7;46,1233
sample500-199600.gr;KRUSKAL;LISTA;8;46,5190
sample500-199600.gr;KRUSKAL;LISTA;9;45,7843
sample500-199600.gr;KRUSKAL;LISTA;10;45,9495
sample500-199600.gr;KRUSKAL;LISTA;11;45,1433
sample500-199600.gr;KRUSKAL;MATRIZ;1;91,7193
sample500-199600.gr;KRUSKAL;MATRIZ;2;61,1503
sample500-199600.gr;KRUSKAL;MATRIZ;3;50,2192
sample500-199600.gr;KRUSKAL;MATRIZ;4;49,3173
sample500-199600.gr;KRUSKAL;MATRIZ;5;49,1801
sample500-199600.gr;KRUSKAL;MATRIZ;6;49,5486
sample500-199600.gr;KRUSKAL;MATRIZ;7;47,9264
sample500-199600.gr;KRUSKAL;MATRIZ;8;48,0380
sample500-199600.gr;KRUSKAL;MATRIZ;9;48,4472
sample500-199600.gr;KRUSKAL;MATRIZ;10;48,2358
sample500-199600.gr;KRUSKAL;MATRIZ;11;49,0170
sample500-199600.gr;PRIM;LISTA;1;58,4150
sample500-199600.gr;PRIM;LISTA;2;57,7410
sample500-199600.gr;PRIM;LISTA;3;58,2949
sample500-199600.gr;PRIM;LISTA;4;57,5497
sample500-199600.gr;PRIM;LISTA;5;57,2607
sample500-199600.gr;PRIM;LISTA;6;57,8904
sample500-199600.gr;PRIM;LISTA;7;58,3485
sample500-199600.gr;PRIM;LISTA;8;57,4458
sample500-199600.gr;PRIM;LISTA;9;57,6975
sample500-199600.gr;PRIM;LISTA;10;59,4078
sample500-199600.gr;PRIM;LISTA;11;58,3321
sample500-199600.gr;PRIM;MATRIZ;1;63,0543
sample500-199600.gr;PRIM;MATRIZ;2;176,3021
sample500-199600.gr;PRIM;MATRIZ;3;83,1498
sample500-199600.gr;PRIM;MATRIZ;4;80,8650
sample500-199600.gr;PRIM;MATRIZ;5;68,8482
sample500-199600.gr;PRIM;MATRIZ;6;67,2982
sample500-199600.gr;PRIM;MATRIZ;7;66,4033
sample500-199600.gr;PRIM;MATRIZ;8;64,7445
sample500-199600.gr;PRIM;MATRIZ;9;65,2408
sample500-199600.gr;PRIM;MATRIZ;10;97,3925
sample500-199600.gr;PRIM;MATRIZ;11;72,9184
sample500-199600.gr;DIJKSTRA;LISTA;1;11,0114
sample500-199600.gr;DIJKSTRA;LISTA;2;9,1618
sample500-199600.gr;DIJKSTRA;LISTA;3;9,0557
sample500-199600.gr;DIJKSTRA;LISTA;4;9,4124
sample500-199600.gr;DIJKSTRA;LISTA;5;9,1821
sample500-199600.gr;DIJKSTRA;LISTA;6;9,7439
sample500-199600.gr;DIJKSTRA;LISTA;7;9,1608
sample500-199600.gr;DIJKSTRA;LISTA;8;9,5884
sample500-199600.gr;DIJKSTRA;LISTA;9;9,2427
sample500-199600.gr;DIJKSTRA;LISTA;10;9,1943
sample500-199600.gr;DIJKSTRA;LISTA;11;9,0398
sample500-199600.gr;DIJKSTRA;MATRIZ;1;33,9544
sample500-199600.gr;DIJKSTRA;MATRIZ;2;28,1107
sample500-199600.gr;DIJKSTRA;MATRIZ;3;29,5115
sample500-199600.gr;DIJKSTRA;MATRIZ;4;23,3812
sample500-199600.gr;DIJKSTRA;MATRIZ;5;25,6452
sample500-199600.gr;DIJKSTRA;MATRIZ;6;20,8499
sample500-199600.gr;DIJKSTRA;MATRIZ;7;16,4589
sample500-199600.gr;DIJKSTRA;MATRIZ;8;19,5003
sample500-199600.gr;DIJKSTRA;MATRIZ;9;16,2097
sample500-199600.gr;DIJKSTRA;MATRIZ;10;16,3982
sample500-199600.gr;DIJKSTRA;MATRIZ;11;24,7883
sample500-199600.gr;BELLMANFORD;LISTA;1;123,4877
sample500-199600.gr;BELLMANFORD;LISTA;2;122,4360
sample500-199600.gr;BELLMANFORD;LISTA;3;125,4519
sample500-199600.gr;BELLMANFORD;LISTA;4;131,9190
sample500-199600.gr;BELLMANFORD;LISTA;5;123,6197
sample500-199600.gr;BELLMANFORD;LISTA;6;127,2687
sample500-199600.gr;BELLMANFORD;LISTA;7;123,1829
sample500-199600.gr;BELLMANFORD;LISTA;8;121,9161
sample500-199600.gr;BELLMANFORD;LISTA;9;121,3914
sample500-199600.gr;BELLMANFORD;LISTA;10;122,7002
sample500-199600.gr;BELLMANFORD;LISTA;11;123,1566
sample500-199600.gr;BELLMANFORD;MATRIZ;1;1095,4035
sample500-199600.gr;BELLMANFORD;MATRIZ;2;993,1073
sample500-199600.gr;BELLMANFORD;MATRIZ;3;988,2008
sample500-199600.gr;BELLMANFORD;MATRIZ;4;1005,3790
sample500-199600.gr;BELLMANFORD;MATRIZ;5;995,8086
sample500-199600.gr;BELLMANFORD;MATRIZ;6;998,1484
sample500-199600.gr;BELLMANFORD;MATRIZ;7;984,8801
sample500-199600.gr;BELLMANFORD;MATRIZ;8;989,4083
sample500-199600.gr;BELLMANFORD;MATRIZ;9;988,7546
sample500-199600.gr;BELLMANFORD;MATRIZ;10;988,6518
sample500-199600.gr;BELLMANFORD;MATRIZ;11;984,9365
sample500-199600.gr;FLOYDWARSHALL;LISTA;1;4758,3453
sample500-199600.gr;FLOYDWARSHALL;LISTA;2;6606,1796
sample500-199600.gr;FLOYDWARSHALL;LISTA;3;5558,9905
sample500-199600.gr;FLOYDWARSHALL;LISTA;4;5029,0358
sample500-199600.gr;FLOYDWARSHALL;LISTA;5;5078,1642
sample500-199600.gr;FLOYDWARSHALL;LISTA;6;5074,5865
sample500-199600.gr;FLOYDWARSHALL;LISTA;7;5971,6919
sample500-199600.gr;FLOYDWARSHALL;LISTA;8;5697,3933
sample500-199600.gr;FLOYDWARSHALL;LISTA;9;6485,7006
sample500-199600.gr;FLOYDWARSHALL;LISTA;10;6365,8466
sample500-199600.gr;FLOYDWARSHALL;LISTA;11;6633,7893
sample500-199600.gr;FLOYDWARSHALL;MATRIZ;1;6132,3477
sample500-199600.gr;FLOYDWARSHALL;MATRIZ;2;5068,7816
